original	analyzed	corrected
Yato vā pana bhavarāgānusayena sānusayo tato kāmarāgānusayena sānusayoti? No.	yatas vā pana bhava rāga anusayena sa anusayaḥ tatas kāma rāga anusayena sa anusayaḥ iti no 	yato vā pana bhava rāga anusayena sa anusayo tato kāma rāga anusayena sa anusayo iti no
Yato kāmarāgānusayena sānusayo tato avijjānusayena sānusayoti? Āmantā.	yatas kāma rāga anusayena sa anusayaḥ tatas avijja anusayena sa anusayaḥ ti āmantā 	yato kāma rāga anusayena sa anusayo tato avijja anusayena sa anusayo ti āmantā
Yato paṭighānusayena sānusayo tato mānānusayena sānusayoti? No.	yatas paṭigha anusayena sa anusayaḥ tatas māna anusayena sa anusayaḥ iti no 	yato paṭigha anusayena sa anusayo tato māna anusayena sa anusayo iti no
Yato vā pana mānānusayena sānusayo tato paṭighānusayena sānusayoti? No.	yatas vā pana māna anusayena sa anusayaḥ tatas paṭigha anusayena sa anusayaḥ iti no 	yato vā pana māna anusayena sa anusayo tato paṭigha anusayena sa anusayo iti no
sānusayo paṭighānusayena ca sānusayo.	sa anusayaḥ paṭigha anusayena ca sa anusayaḥ 	sānusayo paṭigha anusayena ca sānusayo
Yato paṭighānusayena sānusayo tato bhavarāgānusayena sānusayoti? No.	yatas paṭigha anusayena sa anusayaḥ tatas bhava rāga anusayena sa anusayaḥ iti no 	yato paṭigha anusayena sa anusayo tato bhava rāga anusayena sa anusayo iti no
Yato paṭighānusayena sānusayo tato avijjānusayena sānusayoti? Āmantā.	yatas paṭigha anusayena sa anusayaḥ tatas avijja anusayena sa anusayaḥ ti āmantā 	yato paṭigha anusayena sa anusayo tato avijja anusayena sa anusayo ti āmantā
Yato mānānusayena sānusayo tato bhavarāgānusayena sānusayoti?	yatas māna anusayena sa anusayaḥ tatas bhava rāga anusayena sa anusayaḥ iti 	yato mānānusayena sānusayo tato bhavarāgānusayena sānusayo iti
Yato mānānusayena sānusayo tato avijjānusayena sānusayoti? Āmantā.	yatas māna anusayena sa anusayaḥ tatas avijja anusayena sa anusayaḥ ti āmantā 	yato mānānusayena sānusayo tato avijjānusayena sānusayo ti āmantā
Kāmadhātuyā tīsu vedanāsu tato vicikicchānusayena sānusayo, no ca tato bhavarāgānusayena	tīsu vedanāsu tatas vicikicchā anusayena sa anusayaḥ no ca tatas bhava rāga anusayena 	Kāmadhātuyā tīsu vedanāsu tato vicikicchā anusayena sa anusayo no ca tato bhava rāga anusayena
Yato bhavarāgānusayena sānusayo tato avijjānusayena sānusayoti? Āmantā.	yatas bhava rāga anusayena sa anusayaḥ tatas avijja anusayena sa anusayaḥ ti āmantā 	yato bhava rāga anusayena sa anusayo tato avijja anusayena sa anusayo ti āmantā
tato avijjānusayena ca paṭighānusayena ca sānusayo, no ca tato kāmarāgānusayena sānusayo. (Dukamūlakaṁ.)	tatas avijja anusayena ca paṭigha anusayena ca sa anusayaḥ no ca tatas kāma rāga anusayena sa anusayaḥ 	tato avijjā anusayena ca paṭigha anusayena ca sa anusayo no ca tato kāma rāga anusayena sa anusayo
no ca tato kāmarāgānusayena ca mānānusayena ca bhavarāgānusayena ca sānusayo. (Chakkamūlakaṁ.)	no ca tatas kāma rāga anusayena ca māna anusayena ca bhava rāga anusayena ca sa anusayaḥ 	no ca tato kāma rāga anusayena ca māna anusayena ca bhava rāga anusayena ca sa anusayo
Yo yato kāmarāgānusayena sānusayo so tato paṭighānusayena sānusayoti? No.	yaḥ yatas kāma rāga anusayena sa anusayaḥ saḥ tatas paṭigha anusayena sa anusayaḥ ti no 	yaḥ yatas kāma rāga anusayena sa anusayaḥ saḥ tatas paṭigha anusayena sa anusayaḥ iti no
Yo vā pana yato paṭighānusayena sānusayo so tato kāmarāgānusayena sānusayoti? No.	yaḥ vā pana yatas paṭigha anusayena sa anusayaḥ saḥ tatas kāma rāga anusayena sa anusayaḥ iti no 	yaḥ vā pana yatas paṭigha anusayena sa anusayaḥ saḥ tatas kāma rāga anusayena sa anusayaḥ iti no
Yo yato kāmarāgānusayena sānusayo so tato mānānusayena sānusayoti? Āmantā.	yaḥ yatas kāma rāga anusayena sa anusayaḥ saḥ tatas māna anusayena sa anusayaḥ iti āmantā 	yo yato kāma rāga anusayena sa anusayo so tato māna anusayena sa anusayo iti āmantā
Yo vā pana yato mānānusayena sānusayo so tato kāmarāgānusayena sānusayoti?	yaḥ vā pana yatas māna anusayena sa anusayaḥ saḥ tatas kāma rāga anusayena sa anusayaḥ iti 	yo vā pana yato mānānusayena sānusayo so tato kāmarāgānusayena sānusayo iti
kāmadhātuyā dvīsu vedanāsu te tato mānānusayena ca sānusayā kāmarāgānusayena ca sānusayā.	dvīsu vedanāsu te tatas māna anusayena ca sa anusayā kāma rāga anusayena ca sa anusayā 	kāma dhātuyā dvīsu vedanāsu te tato māna anusayena ca sa anusayā kāma rāga anusayena ca sa anusayā
Yo yato kāmarāgānusayena sānusayo so tato bhavarāgānusayena sānusayoti? No.	yaḥ yatas kāma rāga anusayena sa anusayaḥ saḥ tatas bhava rāga anusayena sa anusayaḥ iti no 	yo yato kāma rāga anusayena sa anusayo so tato bhava rāga anusayena sa anusayo iti no
Yo vā pana yato bhavarāgānusayena sānusayo so tato kāmarāgānusayena sānusayoti? No.	yaḥ vā pana yatas bhava rāga anusayena sa anusayaḥ saḥ tatas kāma rāga anusayena sa anusayaḥ ti no 	yo vā pana yato bhava rāga anusayena sa anusayo so tato kāma rāga anusayena sa anusayo ti no
Yo yato kāmarāgānusayena sānusayo so tato avijjānusayena sānusayoti? Āmantā.	yaḥ yatas kāma rāga anusayena sa anusayaḥ saḥ tatas avijja anusayena sa anusayaḥ ti āmantā 	yo yato kāma rāga anusayena sa anusayo so tato avijjā anusayena sa anusayo ti āmantā
Yo yato paṭighānusayena sānusayo so tato mānānusayena sānusayoti? No.	yaḥ yatas paṭigha anusayena sa anusayaḥ saḥ tatas māna anusayena sa anusayaḥ iti no 	yo yato paṭigha anusayena sa anusayo so tato māna anusayena sa anusayo iti no
Yo vā pana yato mānānusayena sānusayo so tato paṭighānusayena sānusayoti? No.	yaḥ vā pana yatas māna anusayena sa anusayaḥ saḥ tatas paṭigha anusayena sa anusayaḥ ti no 	yaḥ vā pana yatas māna anusayena sa anusayaḥ saḥ tatas paṭigha anusayena sa anusayaḥ iti no
Yo yato paṭighānusayena sānusayo so tato bhavarāgānusayena sānusayoti? No.	yaḥ yatas paṭigha anusayena sa anusayaḥ saḥ tatas bhava rāga anusayena sa anusayaḥ iti no 	yaḥ yatas paṭigha anusayena sa anusayaḥ saḥ tatas bhava rāga anusayena sa anusayaḥ iti no
Yo vā pana yato bhavarāgānusayena sānusayo so tato paṭighānusayena sānusayoti? No.	yaḥ vā pana yatas bhava rāga anusayena sa anusayaḥ saḥ tatas paṭigha anusayena sa anusayaḥ ti no 	yo vā pana yato bhava rāga anusayena sa anusayo so tato paṭigha anusayena sa anusayo ti no
Yo yato paṭighānusayena sānusayo so tato avijjānusayena sānusayoti? Āmantā.	yaḥ yatas paṭigha anusayena sa anusayaḥ saḥ tatas avijja anusayena sa anusayaḥ ti āmantā 	yo yato paṭigha anusayena sa anusayo so tato avijja anusayena sa anusayo ti āmantā
Yo yato mānānusayena sānusayo so tato bhavarāgānusayena sānusayoti?	yaḥ yatas māna anusayena sa anusayaḥ saḥ tatas bhava rāga anusayena sa anusayaḥ iti 	yo yato mānānusayena sānusayo so tato bhavarāgānusayena sānusayo iti
Yo vā pana yato bhavarāgānusayena sānusayo so tato mānānusayena sānusayoti? Āmantā.	yaḥ vā pana yatas bhava rāga anusayena sa anusayaḥ saḥ tatas māna anusayena sa anusayaḥ iti āmantā 	yo vā pana yato bhava rāga anusayena sa anusayo so tato māna anusayena sa anusayo iti āmantā
Yo yato mānānusayena sānusayo so tato avijjānusayena sānusayoti? Āmantā.	yaḥ yatas māna anusayena sa anusayaḥ saḥ tatas avijjā anusayena sa anusayaḥ ti āmantā 	yo yato māna anusayena sa anusayo so tato avijjā anusayena sa anusayo ti āmantā
Yo yato diṭṭhānusayena sānusayo so tato vicikicchānusayena sānusayoti? Āmantā.	yaḥ yatas diṭṭha anusayena sa anusayaḥ saḥ tatas vicikicchā anusayena sa anusayaḥ ti āmantā 	yo yato diṭṭha anusayena sa anusayo so tato vicikicchā anusayena sa anusayo ti āmantā
Yo yato vicikicchānusayena sānusayo so tato bhavarāgānusayena sānusayoti?	yaḥ yatas vicikicchā anusayena sa anusayaḥ saḥ tatas bhava rāga anusayena sa anusayaḥ iti 	yo yato vicikicchā anusayena sa anusayo so tato bhava rāga anusayena sa anusayo iti
Yo yato bhavarāgānusayena sānusayo so tato avijjānusayena sānusayoti? Āmantā.	yaḥ yatas bhava rāga anusayena sa anusayaḥ saḥ tatas avijja anusayena sa anusayaḥ ti āmantā 	yo yato bhava rāga anusayena sa anusayo so tato avijjā anusayena sa anusayo ti āmantā
tato kāmarāgānusayena sānusayā. (Dukamūlakaṁ.)	kāma rāga anusayena sa anusayā 	tato kāma rāga anusayena sa anusayā
ca diṭṭhānusayena ca niranusayo …pe…. (Catukkamūlakaṁ.)	ca diṭṭhānusayena ca niranusayaḥ pe 	ca diṭṭhānusayena ca niranusayo pe catukkamūlakaṁ
Kāmadhātuyā dvīsu vedanāsu tato bhavarāgānusayena niranusayo, no ca tato mānānusayena	dvīsu vedanāsu tatas bhava rāga anusayena niranusayaḥ no ca tatas māna anusayena 	Kāmadhātuyā dvīsu vedanāsu tatas bhava rāga anusayena niranusayaḥ no ca tatas māna anusayena
arūpadhātuyā so tato kāmarāgānusayena niranusayo, no ca so tato bhavarāgānusayena	saḥ tatas kāma rāga anusayena niranusayaḥ no ca saḥ tatas bhava rāga anusayena 	arūpa dhātuyā saḥ tatas kāma rāga anusayena niranusayaḥ no ca saḥ tatas bhava rāga anusayena
arūpadhātuyā so tato paṭighānusayena niranusayo, no ca so tato bhavarāgānusayena	saḥ tatas paṭigha anusayena niranusayaḥ no ca saḥ tatas bhava rāga anusayena 	arūpa dhātuyā so tato paṭigha anusayena niranusayo no ca so tato bhava rāga anusayena
arūpadhātuyā te tato vicikicchānusayena ca kāmarāgānusayena ca paṭighānusayena ca	te tatas vicikicchā anusayena ca kāma rāga anusayena ca paṭigha anusayena ca 	arūpa dhātuyā te tato vicikicchā anusayena ca kāma rāga anusayena ca paṭigha anusayena ca
ca mānānusayena ca diṭṭhānusayena ca niranusayo …pe…. (Catukkamūlakaṁ.)	ca māna anusayena ca diṭṭha anusayena ca niranusayaḥ pe 	ca māna anusayena ca diṭṭha anusayena ca niranusayo pe catukkamūlakaṁ
ca mānānusayena ca diṭṭhānusayena ca vicikicchānusayena ca niranusayoti? Āmantā. (Pañcakamūlakaṁ.)	ca māna anusayena ca diṭṭha anusayena ca vicikicchā anusayena ca āmantā pañcaka mūlaka 	ca māna anusayena ca diṭṭha anusayena ca vicikicchā anusayena ca niranusayo ti āmantā pañcaka mūlaka
