original	analyzed	corrected
Evañcetaṁ labhetha, iccetaṁ kusalaṁ.	evañca itam labhetha id ca itam kusala 	evañca etaṁ labhetha icca etaṁ kusalaṁ
Evañcetaṁ labhetha, iccetaṁ kusalaṁ.	evañca itam labhetha id ca itam kusala 	evañca etaṁ labhetha icca etaṁ kusalaṁ
Evañcetaṁ labhetha, iccetaṁ kusalaṁ.	evañca itam labhetha id ca itam kusala 	evañca etaṁ labhetha icca etaṁ kusalaṁ
“na kho ahaṁ, āvuso, ekova imaṁ āpattiṁ āpanno;	na khalu aha āvuso ekaḥ uva imam āpattim āpannaḥ 	na kho ahaṁ āvuso eko va imaṁ āpattiṁ āpanno
‘na kho ahaṁ, āvuso, ekova imaṁ āpattiṁ āpanno.	na khalu aha āvuso ekaḥ uva imam āpattim āpannaḥ 	na kho ahaṁ āvuso eko va imaṁ āpattiṁ āpanno
Vaggāvaggasaññipannarasakaṁ niṭṭhitaṁ.	vagga avagga saññi panna rasakam 	vagga avagga saññi panna rasakam niṭṭhitam
Sace āvāsikā bahutarā honti, āgantukehi āvāsikānaṁ anuvattitabbaṁ.	sace āvāsikāḥ bahutarāḥ honti āgantukehi āvāsikānaṃ 	sace āvāsikāḥ bahutarāḥ honti āgantukehi āvāsikānaṃ anuvattitabbaṃ
Sace samasamā honti, āgantukehi āvāsikānaṁ anuvattitabbaṁ.	sace samasamāḥ honti āgantukehi āvāsikānaṃ 	sace samasamāḥ honti āgantukehi āvāsikānaṃ anuvattitabbaṃ
Sace āvāsikā bahutarā honti, āgantukehi āvāsikānaṁ anuvattitabbaṁ.	sace āvāsikāḥ bahutarāḥ honti āgantukehi āvāsikānaṃ 	sace āvāsikāḥ bahutarāḥ honti āgantukehi āvāsikānaṃ anuvattitabbaṃ
Sace samasamā honti, āgantukehi āvāsikānaṁ anuvattitabbaṁ.	sace samasamāḥ honti āgantukehi āvāsikānaṃ 	sace samasamāḥ honti āgantukehi āvāsikānaṃ anuvattitabbaṃ
35. Nānāsaṁvāsakādīhiuposathakaraṇa	nānā sa vāsaka ādi ihi uposatha karaṇa 	nānā saṁvāsaka ādi ihi uposatha karaṇa
sabhikkhuko āvāso vā anāvāso vā, yatthassu bhikkhū samānasaṁvāsakā, yaṁ jaññā—	sa bhikkhukaḥ āvāsaḥ vā anāvāsaḥ vā bhikkhū samāna savāsakā yam 	sa bhikkhukaḥ āvāsaḥ vā anāvāsaḥ vā yattha assu bhikkhū samāna savāsakā yam jaññā
sabhikkhuko āvāso vā anāvāso vā, yatthassu bhikkhū samānasaṁvāsakā, yaṁ jaññā—	sa bhikkhukaḥ āvāsaḥ vā anāvāsaḥ vā bhikkhū samāna savāsakā yam 	sa bhikkhukaḥ āvāsaḥ vā anāvāsaḥ vā yattha assu bhikkhū samāna savāsakā yam jaññā
sabhikkhuko āvāso vā anāvāso vā, yatthassu bhikkhū samānasaṁvāsakā, yaṁ jaññā—	sa bhikkhukaḥ āvāsaḥ vā anāvāsaḥ vā bhikkhū samāna savāsakā yam 	sa bhikkhukaḥ āvāsaḥ vā anāvāsaḥ vā yattha assu bhikkhū samāna savāsakā yam jaññā
