original	analyzed	corrected
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So katacīvaro “paccessaṁ paccessan”ti sambhuṇāti kathinuddhāraṁ.	so kata cīvaraḥ paccessam paccessanti sambhuṇāti 	so kata cīvaro paccessam paccessanti sambhuṇāti kathinuddhāram
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So katacīvaro “paccessaṁ paccessan”ti sambhuṇāti kathinuddhāraṁ.	so kata cīvaraḥ paccessam paccessanti sambhuṇāti 	so kata cīvaro paccessam paccessanti sambhuṇāti kathinuddhāram
Tassa bahisīmagatassa evaṁ hoti—“nevimaṁ cīvaraṁ kāressan”ti.	tassa bahi sīma gatassa evam cīvaram kāressanti 	tassa bahi sīma gatassa evam hoti nevimam cīvaram kāressanti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So katacīvaro “paccessaṁ paccessan”ti—bahiddhā kathinuddhāraṁ vītināmeti.	so kata cīvaraḥ paccessam kathin uddhāram vītināma iti 	so kata cīvaro paccessam paccessan ti bahiddhā kathin uddhāram vītināmeti iti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So katacīvaro—“paccessaṁ paccessan”ti sambhuṇāti kathinuddhāraṁ.	saḥ kata cīvara upaccessam paccessanti sambhuṇāti 	so kata cīvaro upaccessaṁ paccessanti sambhuṇāti kathina uddhāraṁ
Tassa bahisīmagatassa evaṁ hoti—“nevimaṁ cīvaraṁ kāressan”ti.	tassa bahi sīma gatassa evam cīvaram kāressanti 	tassa bahi sīma gatassa evam hoti nevimam cīvaram kāressanti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So katacīvaro “paccessaṁ paccessan”ti sambhuṇāti kathinuddhāraṁ.	so kata cīvaraḥ paccessam paccessanti sambhuṇāti 	so kata cīvaro paccessam paccessanti sambhuṇāti kathinuddhāram
Tassa evaṁ hoti—“nevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	tassa evam cīvaram kāressa na paccessanti 	tassa evam hoti nevimaṁ cīvaram kāressam na paccessanti
Tassa evaṁ hoti—“nevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	tassa evam cīvaram kāressa na paccessanti 	tassa evam hoti nevimaṁ cīvaram kāressam na paccessanti
Tassa evaṁ hoti—“nevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	tassa evam cīvaram kāressa na paccessanti 	tassa evam hoti nevimaṁ cīvaram kāressam na paccessanti
So bahisīmagato suṇāti—“ubbhataṁ kira tasmiṁ āvāse kathinan”ti.	saḥ bahi sīma gataḥ suṇāti ubbhatam kira tasmin āvāse 	so bahisīmagato suṇāti ubbhatam kira tasmin āvāse kathinanti
Tassa evaṁ hoti—“yato tasmiṁ āvāse ubbhataṁ kathinaṁ, idhevimaṁ cīvarāsaṁ payirupāsissan”ti.	tassa evam tasmin āvāse ubbhatam idha iva imam cīvarāsam payirupāsissanti 	tassa evam hoti yato tasmin āvāse ubbhatam kathinam idha eva imam cīvarāsam payirupāsissanti
So bahisīmagato suṇāti—“ubbhataṁ kira tasmiṁ āvāse kathinan”ti.	saḥ bahi sīma gataḥ suṇāti ubbhatam kira tasmin āvāse 	so bahisīmagato suṇāti ubbhatam kira tasmin āvāse kathinanti
Tassa evaṁ hoti—“yato tasmiṁ āvāse ubbhataṁ kathinaṁ, idhevimaṁ cīvarāsaṁ payirupāsissan”ti.	tassa evam tasmin āvāse ubbhatam idha iva imam cīvarāsam payirupāsissanti 	tassa evam hoti yato tasmin āvāse ubbhatam kathinam idha eva imam cīvarāsam payirupāsissanti
Tassa evaṁ hoti—“nevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	tassa evam cīvaram kāressa na paccessanti 	tassa evam hoti nevimaṁ cīvaram kāressam na paccessanti
So bahisīmagato suṇāti—“ubbhataṁ kira tasmiṁ āvāse kathinan”ti.	saḥ bahi sīma gataḥ suṇāti ubbhatam kira tasmin āvāse 	so bahisīmagato suṇāti ubbhatam kira tasmin āvāse kathinanti
Tassa evaṁ hoti—“yato tasmiṁ āvāse ubbhataṁ kathinaṁ, idhevimaṁ cīvarāsaṁ payirupāsissan”ti.	tassa evam tasmin āvāse ubbhatam idha iva imam cīvarāsam payirupāsissanti 	tassa evam hoti yato tasmin āvāse ubbhatam kathinam idha eva imam cīvarāsam payirupāsissanti
So bahisīmagato suṇāti—“ubbhataṁ kira tasmiṁ āvāse kathinan”ti.	saḥ bahi sīma gataḥ suṇāti ubbhatam kira tasmin āvāse 	so bahisīmagato suṇāti ubbhatam kira tasmin āvāse kathinanti
So katacīvaro “paccessaṁ paccessan”ti—bahiddhā kathinuddhāraṁ vītināmeti.	so kata cīvaraḥ paccessam kathin uddhāram vītināma iti 	so kata cīvaro paccessam paccessan ti bahiddhā kathin uddhāram vītināmeti iti
Tassa evaṁ hoti—“nevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	tassa evam cīvaram kāressa na paccessanti 	tassa evam hoti nevimaṁ cīvaram kāressam na paccessanti
Tassa evaṁ hoti—“nevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	tassa evam cīvaram kāressa na paccessanti 	tassa evam hoti nevimaṁ cīvaram kāressam na paccessanti
Tassa evaṁ hoti—“nevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	tassa evam cīvaram kāressa na paccessanti 	tassa evam hoti nevimaṁ cīvaram kāressam na paccessanti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So bahisīmagato taṁ cīvaraṁ kāreti.	saḥ bahi sīma gataḥ tam cīvaram kāra iti 	so bahisīmagato taṁ cīvaraṁ kāreti
So katacīvaro “paccessaṁ paccessan”ti sambhuṇāti kathinuddhāraṁ.	so kata cīvaraḥ paccessam paccessanti sambhuṇāti 	so kata cīvaro paccessam paccessanti sambhuṇāti kathinuddhāram
Ime kho, bhikkhave, dve kathinassa apalibodhā”ti.	ime kho bhikkhave dve kathinassa 	ime kho bhikkhave dve kathinassa apalibodhā ti
